player_id,player_name,age,nationality,team,jersey_number,position,height_cm,weight_kg,preferred_foot,club_name,market_value_eur,match_id,match_date,stadium,city,opponent_team,tournament_stage,match_result,goals_team,goals_opponent,minutes_played,goals,assists,shots,shots_on_target,expected_goals_xg,expected_assists_xa,key_passes,successful_passes,total_passes,pass_accuracy,dribbles_attempted,successful_dribbles,crosses,successful_crosses,tackles,interceptions,clearances,blocks,aerial_duels_won,aerial_duels_lost,recoveries,defensive_actions,fouls_committed,fouls_suffered,yellow_cards,red_cards,offsides,saves,save_percentage,punches,clean_sheet,goals_conceded,penalty_saves,distance_covered_km,sprint_distance_km,top_speed_kmh,accelerations,decelerations,stamina_score,player_rating,performance_score,offensive_contribution,defensive_contribution,possession_impact,pressure_resistance,creativity_score,consistency_score,clutch_performance_score,total_goals_tournament,total_assists_tournament,total_minutes_tournament,player_of_match_awards,tournament_rating
P00440,Jose Herrera,18,Panama,Panama,24,RW,173,87,Right,Panama Sporting,48600000,WC26-025,2026-06-15,Bay Arena,San Francisco,Senegal,Group Stage,Draw,0,0,83,0,0,0,0,0.0,0.1,2,36,51,71.8,2,1,2,0,0,0,1,1,2,0,2,2,0,1,0,0,0,0,0.0,0,0,0,0,6.25,0.77,31.5,19,13,88.2,6.4,65.7,37.8,51.9,57.4,66.7,74.3,70.5,58.2,0,0,148,0,5.8
P00441,Luis Mendoza,24,Panama,Panama,25,ST,187,84,Left,Panama United,2400000,WC26-025,2026-06-15,Bay Arena,San Francisco,Senegal,Group Stage,Draw,0,0,18,0,0,0,0,0.0,0.12,0,11,15,78.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,6.44,1.77,31.2,2,1,69.2,5.7,52.9,56.7,42.8,61.5,62.2,54.1,73.4,71.4,0,0,68,0,5.8
P00442,Andres Castillo,18,Panama,Panama,26,ST,190,72,Right,Panama City,43700000,WC26-025,2026-06-15,Bay Arena,San Francisco,Senegal,Group Stage,Draw,0,0,12,0,0,1,0,0.06,0.05,0,8,9,89.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,5.53,1.28,30.6,3,1,84.9,6.5,53.6,55.1,58.7,56.8,95.2,54.9,66.8,66.5,0,0,171,0,6.1
P00443,Ibrahima Ba,25,Senegal,Senegal,1,GK,168,81,Right,Senegal City,51000000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,77,0,0,0,0,0.0,0.11,0,27,41,67.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,6.2,2.19,32.0,11,5,74.9,6.3,60.8,37.5,56.1,66.7,77.7,53.3,69.0,93.9,0,0,212,0,5.9
P00444,Ibrahima Ndiaye,26,Senegal,Senegal,2,GK,169,75,Right,Senegal Rovers,51300000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,40,0,0,0,0,0.0,0.08,0,10,15,68.9,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,100.0,1,0,0,0,6.63,0.95,34.3,4,4,85.5,6.1,62.7,57.8,53.3,72.1,74.7,37.1,68.6,52.8,0,0,175,0,6.3
P00445,Moussa Diop,32,Senegal,Senegal,3,GK,194,78,Right,Senegal FC,5200000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,93,0,0,0,0,0.0,0.15,0,25,38,66.3,0,0,0,0,1,1,0,0,1,0,4,2,0,0,0,0,0,0,0.0,1,1,0,0,6.97,2.31,32.1,15,12,81.9,6.4,60.1,48.9,51.8,45.1,75.1,56.0,84.2,74.0,0,0,209,0,6.1
P00446,Amadou Fall,33,Senegal,Senegal,4,CB,195,86,Right,Senegal Rovers,54600000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,32,0,0,0,0,0.0,0.07,0,17,20,86.1,0,0,0,0,0,1,3,0,0,0,1,4,1,0,0,0,0,0,0.0,0,0,0,0,7.21,1.91,30.5,6,6,91.2,6.1,60.0,64.4,55.2,46.3,78.2,47.6,71.6,71.3,0,0,65,0,6.0
P00447,Abdou Cisse,33,Senegal,Senegal,5,CB,181,85,Right,Senegal Rovers,2100000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,32,0,0,0,0,0.0,0.05,0,18,23,81.9,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0,0,6.56,0.7,32.7,3,4,99.0,5.5,54.6,42.9,41.1,35.1,56.0,36.6,88.8,72.7,0,0,110,0,5.8
P00448,Boubacar Faye,21,Senegal,Senegal,6,CB,173,73,Right,Senegal Sporting,49300000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,89,0,0,0,0,0.0,0.13,0,55,68,81.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,5.56,0.46,32.7,11,16,89.4,6.9,64.6,56.0,47.1,46.4,72.3,70.5,71.8,48.6,0,0,89,0,6.3
P00449,Ousmane Diop,24,Senegal,Senegal,7,CB,190,70,Right,Senegal United,26900000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,69,0,0,2,1,0.15,0.15,0,26,35,76.7,0,0,0,0,2,4,0,1,0,2,2,7,0,0,0,0,0,0,0.0,0,0,0,0,6.35,1.0,32.2,17,5,77.0,6.4,63.9,77.2,51.7,57.7,83.8,64.2,71.7,47.5,1,0,152,0,6.1
P00450,Ousmane Faye,30,Senegal,Senegal,8,LB,193,72,Right,Senegal Rovers,15100000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,0,0,0,0,0,0.0,0.08,0,0,0,81.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,85.2,6.1,60.0,78.4,63.5,31.7,77.1,42.9,65.6,61.4,0,0,32,0,5.9
P00451,Ibrahima Gueye,30,Senegal,Senegal,9,LB,185,87,Right,Senegal United,7100000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,25,0,0,0,0,0.0,0.06,0,7,11,72.0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0.0,0,0,0,0,7.72,1.79,27.8,3,3,79.1,5.9,62.0,63.8,39.7,61.2,77.4,48.9,74.7,68.3,0,0,190,0,5.4
P00452,Lamine Ndiaye,20,Senegal,Senegal,10,RB,187,66,Left,Senegal Rovers,26400000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,25,0,0,0,0,0.0,0.07,0,8,12,73.1,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0,6.13,2.06,30.1,3,3,83.4,5.9,57.9,50.4,55.2,70.3,71.6,47.7,70.4,59.2,0,0,154,0,5.7
P00453,Cheikh Fall,23,Senegal,Senegal,11,RB,175,89,Left,Senegal City,25000000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,0,0,0,0,0,0.0,0.1,0,0,0,82.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.4,0.84,0.0,0,0,74.4,6.3,66.0,70.4,51.7,58.6,60.4,51.0,71.2,75.3,0,0,65,0,6.1
P00454,Abdou Fall,33,Senegal,Senegal,12,DM,196,80,Right,Senegal FC,54400000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,66,0,0,0,0,0.0,0.08,1,21,25,87.0,0,0,0,0,0,2,1,0,1,0,1,3,0,1,0,0,0,0,0.0,0,0,0,0,5.65,1.36,31.6,5,6,81.7,5.8,56.7,83.1,92.6,44.4,78.7,54.9,64.7,32.3,0,0,178,0,5.9
P00455,Mamadou Diallo,27,Senegal,Senegal,13,DM,189,82,Right,Senegal United,64900000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,68,0,0,1,1,0.05,0.04,0,39,44,90.9,0,0,0,0,2,3,0,0,0,2,0,5,0,2,0,0,0,0,0.0,0,0,0,0,10.62,1.69,32.8,3,3,80.2,6.3,67.4,58.8,90.8,79.3,86.1,32.3,78.3,47.8,0,0,194,0,5.8
P00456,Lamine Sarr,29,Senegal,Senegal,14,DM,194,68,Right,Senegal FC,63200000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,18,0,0,0,0,0.0,0.12,0,12,14,91.4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,6.84,1.48,31.1,4,4,93.2,6.2,66.4,58.9,46.1,53.0,63.2,64.1,100.0,28.8,0,0,191,0,5.6
P00457,Ousmane Ba,18,Senegal,Senegal,15,CM,171,79,Right,Senegal FC,900000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,8,0,0,0,0,0.0,0.05,0,1,2,89.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9.18,1.97,33.8,2,2,76.5,6.2,59.6,65.8,46.2,55.4,47.8,72.8,64.3,67.5,0,0,74,0,5.4
P00458,Lamine Gueye,20,Senegal,Senegal,16,CM,185,70,Right,Senegal Athletic,8800000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,18,0,0,1,0,0.17,0.04,0,12,13,94.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,7.76,1.78,29.4,6,1,72.8,6.0,61.3,71.8,47.9,45.5,65.6,58.2,81.1,54.1,0,0,136,0,5.6
P00459,Amadou Diop,33,Senegal,Senegal,17,CM,190,88,Right,Senegal FC,9900000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,91,0,0,0,0,0.0,0.11,1,52,66,79.0,0,0,0,0,2,0,1,2,0,1,3,5,1,1,1,0,0,0,0.0,0,0,0,0,5.73,1.39,33.3,13,5,69.2,6.5,66.2,42.6,58.2,48.6,50.1,82.8,69.6,63.6,0,0,251,0,6.1
P00460,Cheikh Ndiaye,25,Senegal,Senegal,18,CM,172,80,Right,Senegal Athletic,30200000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,40,0,0,0,0,0.0,0.06,0,17,22,81.1,1,1,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0.0,0,0,0,0,6.88,1.13,32.2,6,6,79.8,6.2,64.8,53.3,81.5,58.7,77.9,69.9,69.5,59.7,0,0,65,0,5.9
P00461,Moussa Diallo,22,Senegal,Senegal,19,AM,168,84,Right,Senegal City,56700000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,86,0,0,1,1,0.1,0.04,0,44,57,77.7,1,1,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0.0,0,0,0,0,5.19,1.93,31.9,11,9,83.8,5.6,55.2,64.9,66.6,76.8,68.0,61.8,82.7,67.5,0,0,123,0,5.7
P00462,Boubacar Diallo,21,Senegal,Senegal,20,AM,170,65,Left,Senegal United,18400000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,18,0,0,0,0,0.0,0.07,0,9,12,77.8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,4.86,2.08,32.2,1,0,86.6,5.3,52.8,48.3,37.7,41.5,71.1,51.3,63.2,55.5,0,0,101,0,6.2
P00463,Abdou Diop,23,Senegal,Senegal,21,LW,171,80,Left,Senegal Sporting,62100000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,100,0,0,2,0,0.14,0.02,0,64,75,85.9,1,1,1,0,1,1,0,0,1,0,2,2,1,0,1,0,0,0,0.0,0,0,0,0,5.53,1.47,31.1,13,4,84.6,6.5,68.1,64.0,62.7,58.5,64.4,76.0,63.5,88.9,0,0,252,0,6.6
P00464,Mamadou Fall,30,Senegal,Senegal,22,LW,171,70,Right,Senegal Rovers,15500000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,58,0,0,1,0,0.16,0.08,0,12,19,65.5,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0.0,0,0,0,0,6.35,1.59,29.9,4,4,86.9,5.6,55.4,49.3,45.1,47.2,76.4,54.3,82.1,49.8,0,0,136,0,6.2
P00465,Lamine Fall,21,Senegal,Senegal,23,RW,178,69,Right,Senegal Sporting,63800000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,87,0,0,0,0,0.0,0.04,1,47,66,71.6,3,1,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0.0,0,0,0,0,6.33,1.49,32.8,18,7,83.4,5.9,61.2,53.4,39.1,50.0,60.4,42.3,85.6,31.9,0,0,135,0,6.0
P00466,Ibrahima Sy,30,Senegal,Senegal,24,RW,183,72,Left,Senegal Sporting,46600000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,25,0,0,1,0,0.14,0.13,0,10,13,82.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.24,1.82,29.9,4,2,93.5,5.1,47.6,51.5,63.6,73.0,76.6,33.2,82.2,58.4,0,0,41,0,5.5
P00467,Cheikh Sy,27,Senegal,Senegal,25,ST,177,76,Right,Senegal Rovers,61400000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,32,0,0,0,0,0.0,0.03,0,12,18,69.8,0,0,0,0,1,0,1,1,1,0,2,3,0,0,0,0,0,0,0.0,0,0,0,0,7.12,2.04,33.6,2,7,87.1,6.1,60.7,69.7,54.8,37.3,67.3,69.6,77.4,49.6,0,0,93,0,5.5
P00468,Moussa Fall,18,Senegal,Senegal,26,ST,174,69,Right,Senegal Sporting,62800000,WC26-025,2026-06-15,Bay Arena,San Francisco,Panama,Group Stage,Draw,0,0,40,0,0,1,0,0.11,0.14,0,15,18,88.3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,7.68,1.52,26.0,6,8,80.9,5.7,62.3,52.2,62.0,45.0,74.0,75.3,61.8,64.9,0,0,153,0,5.9
P00417,Luis Rios,22,Panama,Panama,1,GK,193,83,Left,Panama FC,48600000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,40,0,0,0,0,0.0,0.13,0,16,20,82.4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,100.0,0,0,2,0,6.88,1.43,30.9,5,5,91.2,5.6,55.8,40.6,31.5,67.9,82.3,55.8,72.2,77.6,0,0,90,0,5.7
P00418,Luis Gonzalez,27,Panama,Panama,2,GK,195,82,Right,Panama Athletic,9700000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,83,0,0,0,0,0.0,0.08,0,31,47,67.1,0,0,0,0,0,1,0,0,0,0,3,1,1,2,0,0,0,1,50.0,0,0,2,0,5.74,2.36,31.6,15,10,74.1,6.1,56.7,40.9,38.3,45.8,62.4,52.0,75.2,68.2,0,0,115,0,6.5
P00419,Luis Mendoza,19,Panama,Panama,3,GK,183,84,Right,Panama United,1600000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,25,0,0,1,1,0.1,0.12,0,4,5,82.8,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,60.0,0,0,2,0,7.05,2.27,34.6,4,2,92.5,6.0,58.9,61.2,47.1,46.2,68.7,55.0,74.1,47.1,0,0,58,0,5.9
P00420,Andres Herrera,30,Panama,Panama,4,CB,169,62,Right,Panama Athletic,55900000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,25,0,0,0,0,0.0,0.03,0,12,15,81.1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0.0,0,0,0,0,6.54,1.46,33.8,0,7,82.1,5.5,55.7,52.1,59.8,63.1,74.7,52.3,79.3,43.7,0,0,114,0,6.1
P00421,Javier Martinez,18,Panama,Panama,5,CB,175,90,Right,Panama Rovers,50000000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,25,0,0,0,0,0.0,0.06,0,10,13,82.6,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0.0,0,0,0,0,8.1,2.25,32.4,4,1,70.6,5.8,63.1,26.4,81.9,55.9,70.1,66.6,61.3,42.1,0,0,203,0,5.8
P00422,Javier Vargas,32,Panama,Panama,6,CB,168,84,Left,Panama Sporting,32900000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,78,0,0,1,1,0.16,0.1,0,52,60,86.7,0,0,0,0,2,1,0,2,0,1,0,5,0,0,0,0,0,0,0.0,0,0,0,0,4.9,1.75,29.7,8,1,86.4,6.4,65.4,47.0,61.2,50.4,75.8,48.3,98.6,63.8,0,0,177,0,6.5
P00423,Daniel Mendoza,18,Panama,Panama,7,CB,179,87,Right,Panama Sporting,58800000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,68,0,0,1,0,0.04,0.06,0,41,52,79.2,1,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,7.55,1.13,33.3,9,10,73.2,5.4,58.1,57.5,65.8,64.2,82.7,51.9,79.3,74.2,0,0,126,0,5.8
P00424,Miguel Moreno,20,Panama,Panama,8,LB,179,90,Right,Panama United,10200000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,73,0,0,0,0,0.0,0.14,0,31,37,84.8,0,0,0,0,1,1,0,0,0,0,1,2,1,1,0,0,0,0,0.0,0,0,0,0,5.07,0.78,29.6,11,3,83.2,6.2,60.7,52.7,66.4,73.4,72.6,46.8,69.4,80.7,0,0,123,0,6.1
P00425,Luis Castillo,33,Panama,Panama,9,LB,183,80,Right,Panama United,54700000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,18,0,0,0,0,0.0,0.11,0,5,7,78.3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,7.68,1.7,36.0,2,2,80.3,5.3,54.1,54.9,56.4,63.9,63.6,48.6,63.1,59.4,0,0,180,0,5.7
P00426,Edwin Sanchez,24,Panama,Panama,10,RB,170,72,Right,Panama Athletic,1600000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,74,0,0,2,0,0.17,0.02,0,47,60,78.9,1,1,0,0,5,0,0,0,1,0,4,5,1,1,0,0,0,0,0.0,0,0,0,0,3.69,1.98,30.5,13,7,78.5,5.2,50.5,57.6,65.9,66.4,57.2,57.2,73.1,44.2,0,0,92,0,6.1
P00427,Javier Castillo,22,Panama,Panama,11,RB,189,64,Right,Panama United,47100000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,8,0,0,0,0,0.0,0.06,0,4,5,81.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.38,0.89,33.0,1,1,84.5,6.2,62.0,54.6,76.1,63.3,63.0,65.2,83.7,68.9,0,0,161,0,6.1
P00428,Jose Mendoza,18,Panama,Panama,12,DM,186,83,Left,Panama Sporting,61300000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,18,0,0,0,0,0.0,0.13,0,5,6,90.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,6.62,2.18,26.4,1,4,80.7,6.0,59.9,58.0,73.6,42.1,89.3,65.7,76.9,49.0,0,0,201,0,6.0
P00429,Edwin Rodriguez,26,Panama,Panama,13,DM,178,66,Left,Panama Rovers,52200000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,62,0,0,0,0,0.0,0.11,0,33,40,84.3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0,0,0,0,5.43,1.19,29.8,7,6,82.8,5.8,57.2,51.1,67.4,58.7,60.3,53.2,72.5,38.6,0,0,166,0,5.7
P00430,Luis Martinez,22,Panama,Panama,14,DM,189,85,Right,Panama Athletic,9100000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,40,0,0,0,0,0.0,0.03,0,28,34,83.1,0,0,0,0,1,0,1,1,1,0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,6.65,0.72,27.7,5,6,75.6,5.7,54.9,56.9,48.7,46.6,99.4,58.3,65.5,80.6,0,0,201,0,6.1
P00431,Gabriel Rios,24,Panama,Panama,15,CM,184,78,Right,Panama Sporting,27000000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,58,0,0,0,0,0.0,0.09,0,36,46,80.2,0,0,0,0,0,0,3,0,1,0,0,3,1,0,1,0,0,0,0.0,0,0,0,0,7.17,2.01,30.4,7,6,78.6,5.6,52.7,63.5,72.2,54.1,64.2,49.1,76.3,49.4,0,0,182,0,5.6
P00432,Carlos Herrera,19,Panama,Panama,16,CM,172,68,Right,Panama FC,60100000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,25,0,0,0,0,0.0,0.05,0,8,10,88.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,8.76,2.3,31.0,1,3,73.6,6.2,57.8,51.5,53.5,55.6,84.8,59.1,78.3,58.3,0,0,198,0,5.7
P00433,Andres Rios,29,Panama,Panama,17,CM,194,71,Right,Panama United,57200000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,18,0,0,0,0,0.0,0.07,1,11,13,89.4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,11.11,1.87,29.5,3,0,78.2,5.6,54.7,56.7,75.9,61.9,74.5,57.2,71.4,43.0,0,0,141,0,5.8
P00434,Daniel Castillo,32,Panama,Panama,18,CM,190,68,Right,Panama FC,11700000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,25,0,0,0,0,0.0,0.1,0,10,14,75.5,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0.0,0,0,0,0,5.77,0.84,31.4,8,5,84.1,4.6,43.0,53.5,38.6,54.8,63.8,55.7,68.3,68.7,0,0,65,0,5.2
P00435,Andres Gonzalez,26,Panama,Panama,19,AM,188,64,Right,Panama City,28600000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,8,0,0,0,0,0.0,0.02,0,3,4,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6.82,0.73,30.3,2,1,81.4,5.3,55.9,63.2,56.1,49.7,68.8,40.5,66.7,76.1,0,0,56,0,5.9
P00436,Edwin Vargas,32,Panama,Panama,20,AM,193,79,Right,Panama United,5800000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,73,0,0,0,0,0.0,0.15,2,24,31,80.6,3,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0.0,0,0,0,0,9.45,1.8,32.2,9,7,79.8,5.7,54.4,38.2,45.9,62.0,76.2,58.0,82.9,38.2,0,0,179,0,5.7
P00437,Edwin Gonzalez,32,Panama,Panama,21,LW,184,73,Right,Panama Sporting,34800000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,99,0,0,0,0,0.0,0.05,0,33,49,68.1,1,1,1,1,1,1,4,0,0,1,2,6,1,1,0,0,1,0,0.0,0,0,0,0,7.74,1.74,31.3,16,7,99.0,5.4,50.5,58.0,81.1,70.8,69.5,61.6,62.1,47.9,0,0,236,0,5.8
P00438,Luis Sanchez,32,Panama,Panama,22,LW,191,70,Right,Panama Sporting,33900000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,61,0,0,1,0,0.05,0.0,0,35,51,70.3,3,2,0,0,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0.0,0,0,0,0,5.22,1.0,29.3,4,5,81.9,5.6,53.9,61.4,50.1,60.5,75.2,67.5,71.7,54.7,0,0,86,0,5.7
P00439,Gabriel Vargas,31,Panama,Panama,23,RW,188,76,Right,Panama City,6800000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,32,0,0,0,0,0.0,0.06,1,8,10,81.7,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,5.29,1.15,33.9,4,2,76.2,5.2,51.3,75.4,46.9,85.2,79.0,83.1,82.4,76.9,0,0,52,0,5.8
P00440,Jose Herrera,18,Panama,Panama,24,RW,173,87,Right,Panama Sporting,48600000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,40,0,0,1,1,0.12,0.0,0,18,24,76.0,0,0,0,0,0,0,1,1,0,0,2,2,0,2,0,0,0,0,0.0,0,0,0,0,6.02,1.97,28.2,8,5,85.3,5.4,53.5,47.4,66.3,64.3,67.5,62.7,82.7,70.3,0,0,148,0,5.8
P00441,Luis Mendoza,24,Panama,Panama,25,ST,187,84,Left,Panama United,2400000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,25,0,0,1,1,0.12,0.01,0,11,15,76.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.07,1.26,30.8,4,2,82.2,5.5,55.6,66.1,60.2,66.3,82.3,63.9,100.0,39.9,0,0,68,0,5.8
P00442,Andres Castillo,18,Panama,Panama,26,ST,190,72,Right,Panama City,43700000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Spain,Group Stage,Loss,0,2,71,0,0,0,0,0.0,0.05,0,32,37,87.0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0.0,0,0,0,0,5.76,0.9,29.0,11,10,84.2,6.0,62.5,40.3,49.7,59.1,57.5,59.3,74.6,82.4,0,0,171,0,6.1
P00469,Lucas Garcia,30,Spain,Spain,1,GK,185,82,Right,Spain Athletic,3000000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Panama,Group Stage,Win,2,0,40,0,0,1,0,0.08,0.14,0,13,20,68.7,1,1,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,1,12.5,0,0,0,0,6.33,1.53,32.3,4,3,96.3,6.3,57.0,49.2,51.3,51.8,86.7,33.1,78.5,62.6,0,0,433,0,6.5
P00470,Lucas Gonzalez,28,Spain,Spain,2,GK,182,64,Right,Spain City,61900000,WC26-026,2026-06-15,Northern Lights Stadium,Seattle,Panama,Group Stage,Win,2,0,25,0,0,0,0,0.0,0.15,0,8,12,74.5,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.0,0,0,0,0,6.17,1.02,31.1,4,2,70.9,5.5,53.9,57.8,58.7,57.3,97.1,42.1,78.7,47.4,0,0,355,0,6.1
